Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,
Low income,LIC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36898640016.6528,34625286047.7943,37870662317.5092,41148886444.5542,36935617168.2678,34239909746.2305,28698642855.9106,32243547931.6224,34190893440.06,36539246249.9265,37125348634.2745,34722005910.1361,38564371193.7906,35883899652.6984,37410665774.409,39267472411.4456,42095864573.7112,51170985757.4045,57395797201.7116,68041407980.5849,85904287397.2015,91538473334.9261,95562549824.7091,105568353772.406,120491811441.445,125804803548.308,131769839106.623,127264406861.972,127555602904.823,138333440589.313,144288109567.926,,
Liechtenstein,LIE,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,452628709.255819,475327540.506095,445915395.325494,401354271.044163,405529192.180939,485122994.599548,502368228.596487,559275604.412124,569726904.536713,576361745.805533,660643350.330302,652127438.15417,682889314.320717,795661200.192694,1198513211.07917,1162011206.64368,1052996951.12722,1271487722.73903,841415724.296233,916395653.025941,1119568807.60281,1234740284.14151,1268465275.76595,1471615363.84044,1743934672.39402,1677404511.80123,1758550355.7796,1824384640.64428,1862082394.49735,1813614001.81467,2143485925.09822,2438015566.83587,2534655740.36048,2572336206.53974,2809159625.65763,3015088050.73171,3132420047.04179,3312463907.44194,3342925531.41971,3245318936.86297,3254292790.54668,3160440916.51746,2361305261.34225,2498154786.57273,2591866785.25546,2884636815.9204,3205879069.69583,3779532683.92164,5447182689.05919,5339032300.72174,4819499227.43213,5766436537.898,5097901922.67604,5697586913.97624,6353761284.63513,6596856772.08887,6119760092.09949,6849737581.20887,6996247223.45269,,
Lower middle income,LMC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,180762170430.386,179012283326.987,177245358238.375,173385563592.324,180044375378.801,187601723721.448,204930877713.52,217687420652.67,210638631982.811,224013150171.437,212287116432.698,212531171979.217,207733687926.313,223561655494.755,241388885984.988,266528224913.95,268010562217.941,247452732589.511,261546741833.091,254891311465.783,258127630188.042,276387274098.717,310238518867.137,329980427544.136,368856700012.113,428500702942.025,520870031155.148,592235873606.784,620261768756.828,746756801305.21,841732360391.472,860951838090.099,898324824192.953,944119988764.678,938205591621.256,969526709908.561,1022906977539.8,1002550021926.98,,
Low & middle income,LMY,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,100386424305.18,103906936024.108,106711088405.133,118815983084.24,132122006794.851,142354459500.342,140918571797.871,149683479223.071,154185442765.776,163949238478.406,171374230805.296,179297968091.906,194438850978.311,244924572592.189,289428203123.107,309969194429.276,311903799792.899,352393844927.384,358736938751.874,415482027192.92,445122420201.898,474136517824.739,471440843480.412,478570519217.092,490623461934.349,507934056307.548,527607785541.144,533609084971.287,573440434335.428,580843651994.781,625976703324.185,611312570893.513,556219046545.027,547176468391.61,596212570476.626,657675139122.414,720802597616.943,726657629996.722,701444286725.312,677104825607.995,673911124883.55,675910809182.106,711406556917.491,789594227766.911,894235766188.225,982779497764.004,1109170604760.04,1355575755634.86,1622943945467.53,1643881798430.98,1933537883953.34,2247077631429.88,2363560262035.92,2509344966824.69,2603399173896.11,2527432542188.48,2536999036091.18,2649432563613.21,2675694229868.79,,
Lesotho,LSO,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,30493630.1273975,31920341.5931681,36913481.7303654,39409911.801764,42441551.1689766,43511409.7718046,31385272.2945541,27283774.3245135,28532129.3574128,27818843.6231275,29780344.3931121,21372203.5794183,34798230.7792377,60018155.6195965,59424282.5607064,54602839.7565923,45408463.6614535,72653518.8592456,80856370.7451702,99391211.4014252,96825629.1730868,105715099.7151,58116411.8622214,62872004.3084104,50686233.3084796,43060304.2132185,50497067.833698,57410510.805501,65862194.8537497,62543028.1770694,72533915.6649789,51592112.410821,75433660.5890603,69606848.8539339,72564858.6234088,87972264.3434148,72750098.8533017,69891623.2638889,77275509.6503446,80183582.9445945,69449796.824116,68524352.1390157,49613602.5121671,73486337.8587386,90432503.560592,95408315.3806237,87174880.0118142,90702415.7606381,97387946.0611049,107096545.782834,121997868.794229,143252661.882395,133584997.56454,146333374.787547,146614613.271916,113791878.451073,136344606.781509,156940298.507463,164257179.746729,,
Late-demographic dividend,LTE,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,38491764854.9371,46745498720.0043,48756096327.3279,53043302289.3459,57867867463.3261,66398131912.1248,70765857212.6764,72513762781.4846,73894712098.4128,75661532957.8599,81051801145.982,86165932816.3656,96419235363.2236,122135042155.992,137215566960.72,147197784198.876,154277068059.947,170919092703.779,154623124700.765,187978607354.483,199821742830.739,209950413684.877,215494199183.107,226912041550.762,242245488699.986,249106080342.305,254626490685.063,253813172797.859,273486099039.624,281482534459.901,293191210187.073,293414661629.482,237840836031.505,228121074971.731,274754453602.4,312389629460.11,342909430452.363,340716882352.633,329465107649.951,305973949378.234,305177784139.867,314882154202.53,328158578517.544,360329274176.381,433288966176.298,458345923011.776,513153122596.383,634090619358.803,799304479678.221,792607904358.784,907351044963.17,1118182643021.64,1187973591849.22,1292125448812.96,1328066280104.48,1278746440660.47,1261403847636.26,1307171458252.97,1358002026677.45,,
Lithuania,LTU,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,777235478.966042,917249115.235218,953367026.327147,861188692.274493,700303927.492447,643780060.422961,596486663.789383,680923734.385273,830688324.873096,944222056.631893,1129643487.99602,1166367674.73962,1379664203.61248,1569622127.90868,948338337.503475,1122695142.5422,1519457729.00948,1708280008.45241,1649218823.77301,1659572628.61232,1415324257.05287,1336582465.26273,1671005757.67863,1553166392.74149,,
Luxembourg,LUX,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197040229.885057,176393485.34202,146026161.479477,162658368.526339,160705305.774558,132447024.138566,126706040.268456,170060229.625447,148732505.643341,192224981.375714,132726029.100858,144188934.888973,208063235.696688,174382598.505932,130109752.709086,131553756.817034,151421706.387068,203666071.148793,170946598.147042,192470590.534497,130323109.955125,129909774.929065,156591620.278128,161053110.215744,,
Latvia,LVA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,443233029.092983,391891271.056662,317137672.392935,267463362.325748,275508047.081432,348419466.975666,360428699.350795,423069577.080491,455905792.645431,591916222.193313,617983820.78407,674440682.217206,982914785.938996,1005940651.95147,820286349.735891,950650683.920688,914318755.163159,880658659.862756,940956463.229724,1017123174.96671,954991894.532488,856391500.798531,1047822517.7305,1225416313.81199,,
"Macao SAR, China",MAC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,691236043.869183,604090504.890821,662187530.876396,733524355.30086,705859104.831538,788854856.239502,952673267.326733,1078508085.55034,1300007304.77976,1585427250.67509,1608143121.52992,1845314868.87064,1810450114.36058,2504379964.96028,2850914313.55954,3285855814.6624,1900638594.04907,2285063921.63374,2051484257.44941,1797227172.12417,1992481367.38547,3056556170.64277,2560577567.23131,3651031172.72295,3776591032.25654,4555740327.33582,5649761077.80305,4733963633.16936,4137182826.11033,6145098848.20167,5266219754.09836,7958963285.48974,5728966085.86124,6736022250.21865,5772506711.27249,4615184396.76266,5205492931.08024,5575482823.70021,7248934063.75334,7847323601.71403,7366470219.96616,9336855132.11151,8586355480.14599,11063055623.6533,12103238137.7915,12065532481.1101,13299793569.7598,12115803625.2376,14303491761.3467,12836206178.6993,12777055190.8483,12393984195.7685,13559533635.9884,14460745144.4157,,
Monaco,MCO,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,513158749.053133,465892173.913043,501122294.372294,437727001.862197,291303662.036069,327381166.857014,331967622.09718,349344581.153761,363064708.160601,456947348.782882,490083097.876123,494157153.627647,439369434.674091,533488837.56736,462212860.949089,778493285.796286,957912101.954237,909948643.426854,1096901436.42546,1162603949.95583,891109652.73534,920042311.205694,1109339802.15147,1153100108.27489,,
Madagascar,MDG,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,204138239.962552,218587244.011212,225626411.038786,226077750.9566,243039299.817099,258066229.126158,299013596.45451,394728082.821447,585126642.189829,693028354.731901,647598915.437467,691280100.643312,760323815.228871,913607665.885096,1078272845.94215,1055477975.40671,1071364203.49611,1115446070.48107,920833914.42705,894729682.140148,1078615472.47478,809861444.862764,725325324.424674,748656765.230949,908283726.274184,821746238.612588,926580770.899048,1066570531.39529,1089753576.71934,963372142.671021,1183748607.17195,1034460887.9476,1051110167.45052,1013126974.31082,1026290284.37612,1165547088.60629,1311861493.25318,1465427931.5564,1142537069.54055,1294103650.58703,1385930375.72626,2392606435.95174,2901425666.07905,2929796607.13612,2902782421.0627,3355827368.09099,3242183873.31343,3291376719.04055,3236606249.71297,2914925373.21268,2977965925.46379,3234803140.22932,3302126021.28135,,
Maldives,MDV,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45739379.7790994,48356389.1248938,50066618.5216653,51569345.7943925,54181962.6168224,54697884.4519966,55860776.1437909,55833601.5625,55880179.6875,68508609.375,89905015.625,103886960.9375,115192484.375,156190367.1875,127102828.125,145820960.9375,149416449.801397,149809707.90378,178373268.170785,196225338.742815,228677554.12819,248536021.967153,254422668.486385,297829320.113314,,
Middle East & North Africa,MEA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43186667395.5259,46621323627.0052,53494271326.4618,60598729907.1728,58771199993.8505,64478702551.7605,62450487269.8986,61295550415.4405,63935285612.4035,62376092414.971,66839583471.3442,70306881397.1997,74975708025.6957,86302048888.0826,99612610633.5423,109479881071.031,123079512588.254,135387966034.651,147796703333.889,163492207905.106,174215933214.419,175217890461.309,170485476628.748,168804707653.8,160517039399.759,162557109481.461,,
Mexico,MEX,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,2871792000,2941032000,3119800000,3206344000,3393408000,4305224000,4705160000,4948200000,6374192000,8264560000,9802104000,9452714285.71428,8603553097.34513,10526219298.2456,12356381578.9474,12962152173.913,16787326530.6122,9919942375.88652,9268436719.4005,11833294100.1192,12766838263.9159,9159746649.23178,9466910462.92265,11764966785.4472,14286096181.1903,17418028158.9988,20344853564.8025,21785754628.5825,25540042367.4413,24368401232.5561,15932804935.0407,20008212227.2811,22269834943.4868,21895655429.0718,22094972386.0926,23524352129.9547,25752723312.2464,25311823322.2867,24706169339.1417,26120503367.0034,26966635957.3863,30001209630.0646,33493792390.3296,35079858127.3529,29174917304.9173,34052257755.6189,36458967504.6083,38121694977.0303,40002011744.441,41209398081.625,37416628155.7012,36102367539.8224,39195052915.2247,41330836819.214,,
Marshall Islands,MHL,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9476000,8401300,9026900,9244400,9076400,8511500,9005900,9593500,9826700,10120200,11052700,12911900,14474400,16792200,23158200,31090200,28469400,21391200,21930100,25255000,31944900,33692700,,
Middle income,MIC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,94454813299.7293,97729948999.645,100294295759.158,111791758473.924,124450992180.87,133971852201.772,132266393987.368,140787175419.202,145217411295.689,154559891833.93,161492510868.943,168775202633.421,182825423911.521,231008216728.536,273102766930.031,290961001534.185,292651187702.897,330928152534.097,336294885728.328,390066404230.341,418821764223.938,447494021250.804,444457367818.629,450900550408.071,463346389826.566,478716992695.668,497137169546.001,500697187283.303,538038659668.183,547134495399.137,589280936051.079,572278399667.323,521104958659.261,514297300455.27,567111816699.171,625048745708.491,686066055325.234,689801773060.408,664222373729.296,642163857282.88,635610917483.052,639983321950.096,673910524176.56,750074705569.824,851688726882.95,931461047008.867,1051583097338.21,1287147435353.23,1537414620589.16,1553542876576.38,1837280843039.9,2139730756182.68,2242869881310.63,2382952965420.77,2471242113598.89,2399680286759.28,2408919804267.36,2511464275705.28,2533223100088.75,,
North Macedonia,MKD,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336581272.084806,535510204.081633,352963268.513062,268873318.965517,376170732.101617,496600414.698163,496202235.588972,409883058.232932,407988749.084249,406376288.224956,380932872.056324,361493949.624543,408688138.890875,570723257.299489,656581091.06364,609349541.531987,616780528.58706,744648981.216102,1134000673.55025,974975397.160129,952083880.099988,981329752.118433,887298680.526119,1084743497.72499,1156424496.79244,978967212.908128,978958115.399315,889701914.370124,917667649.897998,,
Mali,MLI,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,170028650.301686,199021103.170202,192985392.786445,208051941.530323,245482699.461085,271507561.870208,290924364.661904,248124368.572778,477736059.751886,517743224.642761,579270471.675112,637479435.281772,877588356.800626,731855126.571614,655798131.243525,538843062.351513,480679031.453869,452408047.29622,514594862.919938,659492550.949897,771739853.981179,866436395.78819,832590517.237326,1003509245.0438,1069893521.92378,1047245347.60805,1100444288.89974,766862592.301542,1020564661.73186,1025397657.40518,969937779.1606,1009295519.22716,1222925747.17098,971963802.165887,1137091853.97493,1272502587.13132,1405248619.45185,1634186711.41021,2022046451.71907,2055485464.34518,2553909429.98764,3230676367.60887,3234168378.03215,3525784560.96286,4485056247.94831,4742441684.29061,4865678892.39738,5373484067.02871,4941556345.72351,5375617171.22967,5880400428.04039,6641968652.61469,,
Malta,MLT,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,15793632.8044509,16940946.9577138,19733573.3573357,22490862.5305552,24408842.8555518,27097511.9937521,30450368.5751792,34568567.6527397,33362259.1066058,36410658.6826347,43554685.5580413,44023534.6358792,46058229.1666667,49037128.9586022,47506192.3829034,46754575.4026354,58822918.9425388,70216078.528827,72224471.2598936,72618625.2771619,80280697.0147237,82085524.5683931,83517431.6866335,74311959.5732735,76796660.2294672,85603112.8404669,89923773.2253454,92536981.4258703,97579843.076583,94920361.6013775,85733882.0301783,98922064.2945722,103950103.950104,114373506.316149,122944693.572496,123865190.896655,131100238.36407,136326307.144812,109857917.093892,126424006.668519,127402890.096778,129904788.418708,122322240.78119,121185283.570195,129028962.402019,115660601.3536,139429820.677441,100556633.345456,127808045.481663,,
Myanmar,MMR,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5097139231.15377,3696822781.70213,3695730007.73278,5298509776.72898,5089775611.60251,5596386630.02182,6369370541.57098,8743607493.18425,12832674137.1211,14064252113.3321,18257313468.8987,19490341344.9651,18335091970.6513,17799897728.2137,18213548194.4251,15979381524.5379,16110407287.3321,15568724545.8669,17487389456.5405,,
Middle East & North Africa (excluding high income),MNA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32052560968.6303,34853208457.9009,41394089692.48,48401797174.5763,45792751228.237,51261385471.3055,48855195370.7519,47124793801.2457,49329324893.7735,47579621095.3316,51977981511.141,54944882063.0037,58602274144.866,69327616986.0335,81746312100.0627,90240437953.9415,103252024864.208,114140724010.062,125142873687.465,141214027526.666,150481366269.106,150473154644.597,145050326522.375,142613363815.183,133289256038.957,134767436286.798,,
Montenegro,MNE,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111244111.942366,125395844.528032,140336197.94126,169319235.553545,192021355.848026,197675662.231066,223506460.920838,266081303.038598,338220301.743079,343901083.634343,317810596.02649,366366416.45816,304635744.571502,358688263.409453,371614700.809341,326712875.679272,326670353.982301,332043047.103899,370553588.29084,,
Mongolia,MNG,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,386775000,460361800,501954333.333333,361001850,358602275,540702933.333333,495910966.666667,532882100,554966666.666667,319428220,280999410.526316,336743464.788732,197551182.585218,254438736.431479,472575510.131294,517792542.710379,380696387.296042,364693852.478562,335175609.276345,311765687.651213,291245019.142341,264216126.197537,294165130.392311,399006529.933855,499595896.923012,602364726.364144,780424301.65803,1080508057.44224,818879110.234769,843510498.619004,1072974987.74808,1383923136.46341,1687773785.69519,1631166360.39488,1569296382.51702,1307659896.60564,1174447937.62316,1413735524.36596,,
Northern Mariana Islands,MNP,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1270091669.57128,791387180.985778,908439548.48017,849543582.748766,913194906.230306,1211118791.89283,1428095334.21116,1458915298.19952,1385473092.18715,1083612883.52422,981386729.844085,1296222632.82372,1431224894.14396,1708164180.09592,1944809873.81293,2193506350.19369,2483759867.339,3316780227.6487,3273578425.99288,2981127994.32275,3703469684.45967,4073723011.31357,3989635936.63322,4240333154.72033,3655353984.86838,2728150389.65241,3310545313.85892,3608769078.13269,,
Mauritania,MRT,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,42597651.6055329,43748938.1181651,44132700.2890425,45667755.0491291,49505376.7579031,52191718.0306219,54602095.6088629,58203478.2326883,60933888.8675083,48737428.188581,57592554.4498838,59841627.5306127,68586658.1380565,116672683.87557,129529507.00699,126832183.406721,133778449.298346,143812620.236865,155060928.242621,170202098.382089,202225464.508724,219501486.671719,225172494.456163,237814185.657442,185789764.79273,136784069.533632,191435295.462185,263744559.633884,280132563.034143,283067033.50953,270751397.486633,500825240.585851,507187424.592368,434456897.8362,446077281.003439,483116022.440047,476053402.515632,426043607.962964,432817058.935886,475510844.144067,444579515.685578,435183347.742236,434133904.224274,538311876.972209,598164841.509434,615404025.187551,651217423.678332,792816344.209106,944828570.588951,883041247.722647,880280107.577548,883045553.824373,938035196.547772,1014946022.70838,1181103668.37056,1192253086.41975,1127073863.63636,1171452513.96648,1356834733.89356,,
Mauritius,MUS,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,140387637.506548,142115538.87367,158518975.224312,194036239.12113,118943820.517158,140659094.723885,140722005.058634,125147357.810391,125794366.789128,137477740.003238,186389829.501574,228370424.438198,233670940.71158,226953796.115359,288895616.779359,284800553.273321,322834519.893081,298630411.37806,308351361.885036,371635868.471153,400764431.889726,347930204.727102,338896018.372255,217027054.927777,266042514.933561,283645968.148909,251332681.396436,301148963.317384,347111747.913523,323006383.873177,344864561.421214,356649006.664814,407095259.517517,354257536.029637,364307896.20717,426600710.652825,426755407.65391,409427583.106959,417287143.715547,368774014.667667,389962269.884277,410482172.997616,394909000.895846,,
Malawi,MWI,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,78818423.6315274,84838303.2339353,89038219.2356153,93938121.2375752,93658126.8374632,110037799.244015,119557608.847823,118751726.04253,103924156.966279,110884435.377415,119044761.790472,150559634.131664,172654690.618762,172952520.444282,212077983.83262,213243806.436675,248302300.109529,316535607.486986,349531824.108095,519535071.612192,485529983.992119,444958561.376075,439343628.612032,467115594.143684,454905971.416443,431430574.13763,459028316.586965,509539321.772989,599296333.892945,644747889.110346,723769907.288651,873657689.152071,628617434.018816,927289293.177069,264028993.635823,375416999.810255,716653107.750596,807239506.938617,563521609.000827,610918436.040564,621749216.543116,605628105.20615,1356993804.38766,1162326314.49316,1206689623.06598,1203327182.58526,1234081867.60873,1219557679.37792,1595016321.20647,1883898420.94712,2061093106.56689,2302941540.61419,1705394503.54468,1582464124.34658,1735885672.44016,1751436832.79898,1408626680.8727,1644965406.74885,,,
Malaysia,MYS,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,837703057.624461,863108878.871031,860018914.151313,881648209.852345,889887854.436169,916666895.335163,991510878.087025,1007646935.84215,1043695674.89873,1214326113.94225,1258957859.66288,1206504275.4644,1425352816.00227,2217399009.53628,3082932782.18603,2856307211.85876,3248938739.37677,3707210336.0013,4316889550.94991,5276961570.09687,5638925122.88116,5456252506.40163,5763391538.92267,6137057898.59131,6906041944.01775,6327853966.97543,5598083520.57023,6423638672.80521,7079578432.87002,7024512699.35027,6698953750.60076,7054844340.99505,8622138453.68516,9223029408.3369,10174516079.8659,11486842105.2632,11780348199.3799,11101923486.4078,9607113738.27966,8581578947.36842,8065000000,7432894736.84211,9061052631.57895,10255526315.7895,11565526315.7895,11859206252.8056,14007687694.237,19329183151.0356,23008873433.6591,18646332813.165,25730961472.7888,34125490196.0784,30795778295.7783,29461423720.2069,29996944605.7014,24974779157.5983,25493816744.2085,27465817133.2899,27025600356.8685,,
North America,NAC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127226320710.757,122262650662.694,124163671664.439,131820267708.707,133343255115.703,119373337016.632,143975630900.15,173551203298.232,168350802017.495,157996995366.714,174833482902.616,181605077698.219,158857624923.804,177819291604.673,217844931184.294,217782719969.25,255650026717.84,233978653930.66,216557663811.716,200568871045.833,203597455449.79,,,
Namibia,NAM,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,194335644.581407,196662602.552416,179212838.460122,185140113.095772,154795770.351793,118878763.404675,140165164.113786,210114538.310413,228673191.115021,214419643.878446,252639933.521432,298889182.631369,242922896.213184,241251859.105793,371385800.383012,375863251.633536,372187565.417626,353596028.645833,332643579.400539,339125411.244783,420897403.383383,344188577.335873,336229453.451858,503255951.987521,590847763.828042,753652556.098942,771387787.04866,747072231.526954,647542560.402847,732572264.772178,967762962.355898,1021545757.52985,1048392472.5944,806875236.92142,855296645.074498,687845007.335874,689573989.720439,943516581.661396,1043613259.66851,,
New Caledonia,NCL,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91667503.7690848,96038557.1023502,105823081.135024,113678377.884238,117785515.109172,128710382.717537,125653957.330783,120959384.093603,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,338601936.28059,358932938.133842,404107024.1321,427690035.442525,433172655.117473,455907094.114157,469658707.888036,470612094.508597,443516373.699481,415697599.559318,421634191.512324,454018691.768671,463941239.372196,570399992.462623,654623721.51437,527611748.989445,500618329.319252,668809861.376418,934741826.382559,1026891516.89344,1080085373.12642,991051854.128064,893774738.950531,749738884.340246,522706266.089981,529311333.005389,661265094.241825,786260286.101593,806115328.882296,742613931.675132,874516297.736615,911711116.956019,908766371.682085,618109015.559927,637782760.844784,755887412.641211,773918750.259016,717358150.521511,885157042.151579,821992415.613406,680500179.570584,778267444.342964,858838069.281517,1082931306.1263,614132755.665126,842037651.186868,1563735859.60033,1758087562.08442,2334550305.67972,2116446411.08817,2338810403.06737,2455457173.12602,2643732330.76168,2745201861.99498,3020788204.24138,2622347300.99527,2919785932.13382,3219662233.59571,3642463123.34913,,
Nigeria,NGA,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,20132438753.9037,19277704745.6106,14555238879.5883,13453781566.4253,13442122771.879,9876247646.90758,10826036145.0932,11603666169.535,9361914097.13563,11648098317.7768,10258523799.2175,9712482808.0985,6519306527.59382,8517079078.04132,11229983187.8908,13381434107.5,14930514695.5879,15239101110.2273,15453792216.8639,14832338596.0099,18119194260.9679,35259446963.0497,35488628120.2021,37138520816.778,45952120148.4221,58400299420.0621,67976397377.4344,85201737641.928,78074611189.1268,86820135996.487,91236707779.5889,100419414372.372,106899909301.436,113644385980.425,102041875029.295,84908054292.4432,78330051245.4641,84219371561.5951,,
Nicaragua,NIC,"Agriculture, forestry, and fishing, value added (current US$)",NV.AGR.TOTL.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734747738.095238,831422377.158034,922225548.310611,876095394.841291,889551856.436813,825482574.089754,907342797.47833,894998170.160223,858344049.122807,831681620.762712,925483986.189579,1020130697.47151,1075412635.17359,1221996368.26842,1381898523.11854,1333513606.52917,1487376149.53831,1845765531.14256,1854909605.1676,1811202614.59058,1985061000.27351,2055083502.09856,1981621886.02774,2086493249.7862,2027623188.77325,,
